effect_id,card_number,card_name,card_kind,rarity,creature_type,magic_type,magic_subtype,is_equip,trigger,condition_type,condition_values_json,action_order,effect_group,engine_action_type,reusable_function,target,value_text,stat_changes_json,structured_params_json,damage_type,duration_type,duration_amount,duration_unit,duration_text,stack_rule,tick_timing,requires_response_window,source_linked,uses_anchoring,needs_manual_review,implementation_notes,original_effect_text,engine_effect_json
009-E01,009,Bio-Regeneration,MAGIC,Epic,,INFINITE,EQUIP,TRUE,EQUIP_REQUIREMENT,TEXT,"{""type"": ""TEXT"", ""text"": ""Target creature has 9 or less remaining HP""}",1,Equip Requirement,VALIDATE_SUMMON_REQUIREMENT,validateSummonRequirement,Target creature,Remaining HP must be 9 or less,[],"{""target"": ""Target creature"", ""valueText"": ""Remaining HP must be 9 or less"", ""statChanges"": [], ""condition"": {""type"": ""TEXT"", ""text"": ""Target creature has 9 or less remaining HP""}, ""duration"": {""text"": ""Before equip"", ""type"": ""BEFORE_EQUIP""}, ""damageType"": """", ""sourceLinked"": false, ""usesAnchoring"": true, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null, ""remainingHpMax"": 9}",,BEFORE_EQUIP,,,Before equip,,,FALSE,FALSE,TRUE,FALSE,"This is an equip restriction, not a summon restriction.",Can only be equipped to a creature with 9 or less remaining HP. Heal 30 HP. 2x Hit Roll results for this creature. 2x Atk Damage for this creature.,"{""id"": ""009-E01"", ""trigger"": ""EQUIP_REQUIREMENT"", ""condition"": {""type"": ""TEXT"", ""text"": ""Target creature has 9 or less remaining HP""}, ""actionType"": ""VALIDATE_SUMMON_REQUIREMENT"", ""effectGroup"": ""Equip Requirement"", ""actionText"": ""Validate equip target"", ""target"": ""Target creature"", ""value"": ""Remaining HP must be 9 or less"", ""duration"": {""text"": ""Before equip"", ""type"": ""BEFORE_EQUIP""}, ""reusableFunction"": ""validateSummonRequirement"", ""params"": {""target"": ""Target creature"", ""valueText"": ""Remaining HP must be 9 or less"", ""statChanges"": [], ""condition"": {""type"": ""TEXT"", ""text"": ""Target creature has 9 or less remaining HP""}, ""duration"": {""text"": ""Before equip"", ""type"": ""BEFORE_EQUIP""}, ""damageType"": """", ""sourceLinked"": false, ""usesAnchoring"": true, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null, ""remainingHpMax"": 9}, ""notes"": ""This is an equip restriction, not a summon restriction."", ""needsReview"": false}"
009-E02,009,Bio-Regeneration,MAGIC,Epic,,INFINITE,EQUIP,TRUE,ON_EQUIP,EQUIPPED_TO_CREATURE,"{""type"": ""EQUIPPED_TO_CREATURE"", ""text"": ""Equipped to creature""}",2,Healing,HEAL_CREATURE,healFlat,Equipped creature,Heal 30 HP,[],"{""target"": ""Equipped creature"", ""valueText"": ""Heal 30 HP"", ""statChanges"": [], ""condition"": {""type"": ""EQUIPPED_TO_CREATURE"", ""text"": ""Equipped to creature""}, ""duration"": {""text"": ""Instant"", ""type"": ""INSTANT""}, ""damageType"": """", ""sourceLinked"": false, ""usesAnchoring"": true, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null, ""amount"": 30}",,INSTANT,,,Instant,,,FALSE,FALSE,TRUE,FALSE,Healing cannot exceed base HP.,Can only be equipped to a creature with 9 or less remaining HP. Heal 30 HP. 2x Hit Roll results for this creature. 2x Atk Damage for this creature.,"{""id"": ""009-E02"", ""trigger"": ""ON_EQUIP"", ""condition"": {""type"": ""EQUIPPED_TO_CREATURE"", ""text"": ""Equipped to creature""}, ""actionType"": ""HEAL_CREATURE"", ""effectGroup"": ""Healing"", ""actionText"": ""Heal equipped creature"", ""target"": ""Equipped creature"", ""value"": ""Heal 30 HP"", ""duration"": {""text"": ""Instant"", ""type"": ""INSTANT""}, ""reusableFunction"": ""healFlat"", ""params"": {""target"": ""Equipped creature"", ""valueText"": ""Heal 30 HP"", ""statChanges"": [], ""condition"": {""type"": ""EQUIPPED_TO_CREATURE"", ""text"": ""Equipped to creature""}, ""duration"": {""text"": ""Instant"", ""type"": ""INSTANT""}, ""damageType"": """", ""sourceLinked"": false, ""usesAnchoring"": true, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null, ""amount"": 30}, ""notes"": ""Healing cannot exceed base HP."", ""needsReview"": false}"
009-E03,009,Bio-Regeneration,MAGIC,Epic,,INFINITE,EQUIP,TRUE,WHILE_EQUIPPED,EQUIPPED_TO_CREATURE,"{""type"": ""EQUIPPED_TO_CREATURE"", ""text"": ""Equipped to creature""}",3,Roll Result Multiplier,APPLY_STAT_MODIFIER,applyStatModifier,Equipped creature,2x Hit Roll results,"[{""stat"": ""HIT_ROLL_RESULT_MULTIPLIER"", ""operation"": ""MULTIPLY"", ""value"": 2}]","{""target"": ""Equipped creature"", ""valueText"": ""2x Hit Roll results"", ""statChanges"": [{""stat"": ""HIT_ROLL_RESULT_MULTIPLIER"", ""operation"": ""MULTIPLY"", ""value"": 2}], ""condition"": {""type"": ""EQUIPPED_TO_CREATURE"", ""text"": ""Equipped to creature""}, ""duration"": {""text"": ""While equipped"", ""type"": ""WHILE_EQUIPPED""}, ""damageType"": """", ""sourceLinked"": false, ""usesAnchoring"": true, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null}",,WHILE_EQUIPPED,,,While equipped,,,FALSE,FALSE,TRUE,FALSE,Multiply the final Hit Roll result by 2 after dice and modifiers unless engine decides otherwise.,Can only be equipped to a creature with 9 or less remaining HP. Heal 30 HP. 2x Hit Roll results for this creature. 2x Atk Damage for this creature.,"{""id"": ""009-E03"", ""trigger"": ""WHILE_EQUIPPED"", ""condition"": {""type"": ""EQUIPPED_TO_CREATURE"", ""text"": ""Equipped to creature""}, ""actionType"": ""APPLY_STAT_MODIFIER"", ""effectGroup"": ""Roll Result Multiplier"", ""actionText"": ""Double Hit Roll results"", ""target"": ""Equipped creature"", ""value"": ""2x Hit Roll results"", ""duration"": {""text"": ""While equipped"", ""type"": ""WHILE_EQUIPPED""}, ""reusableFunction"": ""applyStatModifier"", ""params"": {""target"": ""Equipped creature"", ""valueText"": ""2x Hit Roll results"", ""statChanges"": [{""stat"": ""HIT_ROLL_RESULT_MULTIPLIER"", ""operation"": ""MULTIPLY"", ""value"": 2}], ""condition"": {""type"": ""EQUIPPED_TO_CREATURE"", ""text"": ""Equipped to creature""}, ""duration"": {""text"": ""While equipped"", ""type"": ""WHILE_EQUIPPED""}, ""damageType"": """", ""sourceLinked"": false, ""usesAnchoring"": true, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null}, ""notes"": ""Multiply the final Hit Roll result by 2 after dice and modifiers unless engine decides otherwise."", ""needsReview"": false}"
009-E04,009,Bio-Regeneration,MAGIC,Epic,,INFINITE,EQUIP,TRUE,WHILE_EQUIPPED,TEXT,"{""type"": ""TEXT"", ""text"": ""Equipped creature inflicts Atk damage""}",4,Damage Multiplier,APPLY_ATTACK_DAMAGE_MULTIPLIER,applyConditionalDamageMultiplier,Equipped creature attack,2x Atk damage,[],"{""target"": ""Equipped creature attack"", ""valueText"": ""2x Atk damage"", ""statChanges"": [], ""condition"": {""type"": ""TEXT"", ""text"": ""Equipped creature inflicts Atk damage""}, ""duration"": {""text"": ""While equipped"", ""type"": ""WHILE_EQUIPPED""}, ""damageType"": ""ATTACK_DAMAGE"", ""sourceLinked"": false, ""usesAnchoring"": true, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null, ""multiplier"": 2}",ATTACK_DAMAGE,WHILE_EQUIPPED,,,While equipped,,,FALSE,FALSE,TRUE,FALSE,,Can only be equipped to a creature with 9 or less remaining HP. Heal 30 HP. 2x Hit Roll results for this creature. 2x Atk Damage for this creature.,"{""id"": ""009-E04"", ""trigger"": ""WHILE_EQUIPPED"", ""condition"": {""type"": ""TEXT"", ""text"": ""Equipped creature inflicts Atk damage""}, ""actionType"": ""APPLY_ATTACK_DAMAGE_MULTIPLIER"", ""effectGroup"": ""Damage Multiplier"", ""actionText"": ""Double Atk damage"", ""target"": ""Equipped creature attack"", ""value"": ""2x Atk damage"", ""duration"": {""text"": ""While equipped"", ""type"": ""WHILE_EQUIPPED""}, ""reusableFunction"": ""applyConditionalDamageMultiplier"", ""params"": {""target"": ""Equipped creature attack"", ""valueText"": ""2x Atk damage"", ""statChanges"": [], ""condition"": {""type"": ""TEXT"", ""text"": ""Equipped creature inflicts Atk damage""}, ""duration"": {""text"": ""While equipped"", ""type"": ""WHILE_EQUIPPED""}, ""damageType"": ""ATTACK_DAMAGE"", ""sourceLinked"": false, ""usesAnchoring"": true, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null, ""multiplier"": 2}, ""notes"": """", ""needsReview"": false}"
011-E01,011,Raccoon Knight,CREATURE,Legendary,Beast,,,FALSE,SUMMON_REQUIREMENT,ON_SUMMON_CONDITION,"{""type"": ""ON_SUMMON_CONDITION"", ""text"": ""This creature would be summoned""}",1,Summon Requirement,APPLY_SUMMON_REQUIREMENT_OVERRIDE,applySummonRequirementOverride,This creature,No sacrifice required,[],"{""target"": ""This creature"", ""valueText"": ""No sacrifice required"", ""statChanges"": [], ""condition"": {""type"": ""ON_SUMMON_CONDITION"", ""text"": ""This creature would be summoned""}, ""duration"": {""text"": ""Before summon"", ""type"": ""BEFORE_SUMMON""}, ""damageType"": """", ""sourceLinked"": false, ""usesAnchoring"": false, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null, ""requiredSacrifices"": 0}",,BEFORE_SUMMON,,,Before summon,,,FALSE,FALSE,FALSE,FALSE,Raccoon Knight ignores normal AL sacrifice requirement.,This creature does not require a sacrifice to summon.,"{""id"": ""011-E01"", ""trigger"": ""SUMMON_REQUIREMENT"", ""condition"": {""type"": ""ON_SUMMON_CONDITION"", ""text"": ""This creature would be summoned""}, ""actionType"": ""APPLY_SUMMON_REQUIREMENT_OVERRIDE"", ""effectGroup"": ""Summon Requirement"", ""actionText"": ""Override sacrifice requirement"", ""target"": ""This creature"", ""value"": ""No sacrifice required"", ""duration"": {""text"": ""Before summon"", ""type"": ""BEFORE_SUMMON""}, ""reusableFunction"": ""applySummonRequirementOverride"", ""params"": {""target"": ""This creature"", ""valueText"": ""No sacrifice required"", ""statChanges"": [], ""condition"": {""type"": ""ON_SUMMON_CONDITION"", ""text"": ""This creature would be summoned""}, ""duration"": {""text"": ""Before summon"", ""type"": ""BEFORE_SUMMON""}, ""damageType"": """", ""sourceLinked"": false, ""usesAnchoring"": false, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null, ""requiredSacrifices"": 0}, ""notes"": ""Raccoon Knight ignores normal AL sacrifice requirement."", ""needsReview"": false}"
012-E01,012,Bull Power,MAGIC,Uncommon,,INFINITE,EQUIP,TRUE,WHILE_EQUIPPED,EQUIPPED_TO_CREATURE,"{""type"": ""EQUIPPED_TO_CREATURE"", ""text"": ""Equipped to creature""}",1,Stat Modifier,APPLY_STAT_MODIFIER,applyStatModifier,Equipped creature,ATK_BONUS ADD 2; HIT_BONUS ADD 2; SPD ADD 2; AL ADD 2,"[{""stat"": ""ATK_BONUS"", ""operation"": ""ADD"", ""value"": 2}, {""stat"": ""HIT_BONUS"", ""operation"": ""ADD"", ""value"": 2}, {""stat"": ""SPD"", ""operation"": ""ADD"", ""value"": 2}, {""stat"": ""AL"", ""operation"": ""ADD"", ""value"": 2}]","{""target"": ""Equipped creature"", ""valueText"": ""ATK_BONUS ADD 2; HIT_BONUS ADD 2; SPD ADD 2; AL ADD 2"", ""statChanges"": [{""stat"": ""ATK_BONUS"", ""operation"": ""ADD"", ""value"": 2}, {""stat"": ""HIT_BONUS"", ""operation"": ""ADD"", ""value"": 2}, {""stat"": ""SPD"", ""operation"": ""ADD"", ""value"": 2}, {""stat"": ""AL"", ""operation"": ""ADD"", ""value"": 2}], ""condition"": {""type"": ""EQUIPPED_TO_CREATURE"", ""text"": ""Equipped to creature""}, ""duration"": {""text"": ""While equipped"", ""type"": ""WHILE_EQUIPPED""}, ""damageType"": """", ""sourceLinked"": false, ""usesAnchoring"": true, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null}",,WHILE_EQUIPPED,,,While equipped,,,FALSE,FALSE,TRUE,FALSE,Basic stat/dice modifier.,Atk: +2. Hit: +2. SPD: +2. AL: +2.,"{""id"": ""012-E01"", ""trigger"": ""WHILE_EQUIPPED"", ""condition"": {""type"": ""EQUIPPED_TO_CREATURE"", ""text"": ""Equipped to creature""}, ""actionType"": ""APPLY_STAT_MODIFIER"", ""effectGroup"": ""Stat Modifier"", ""actionText"": ""Apply stat modifiers"", ""target"": ""Equipped creature"", ""value"": ""ATK_BONUS ADD 2; HIT_BONUS ADD 2; SPD ADD 2; AL ADD 2"", ""duration"": {""text"": ""While equipped"", ""type"": ""WHILE_EQUIPPED""}, ""reusableFunction"": ""applyStatModifier"", ""params"": {""target"": ""Equipped creature"", ""valueText"": ""ATK_BONUS ADD 2; HIT_BONUS ADD 2; SPD ADD 2; AL ADD 2"", ""statChanges"": [{""stat"": ""ATK_BONUS"", ""operation"": ""ADD"", ""value"": 2}, {""stat"": ""HIT_BONUS"", ""operation"": ""ADD"", ""value"": 2}, {""stat"": ""SPD"", ""operation"": ""ADD"", ""value"": 2}, {""stat"": ""AL"", ""operation"": ""ADD"", ""value"": 2}], ""condition"": {""type"": ""EQUIPPED_TO_CREATURE"", ""text"": ""Equipped to creature""}, ""duration"": {""text"": ""While equipped"", ""type"": ""WHILE_EQUIPPED""}, ""damageType"": """", ""sourceLinked"": false, ""usesAnchoring"": true, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null}, ""notes"": ""Basic stat/dice modifier."", ""needsReview"": false}"
013-E01,013,Bunnysaurus,CREATURE,Uncommon,Dino,,,FALSE,ON_ATTACK_TARGETS_THIS_CARD,TEXT,"{""type"": ""TEXT"", ""text"": ""This card is on the field and has not used its once-per-field effect""}",1,Once Per Field Negation,ADD_ONCE_PER_FIELD_SHIELD,addOncePerFieldShield,This card,Negate 1 attack against this card,[],"{""target"": ""This card"", ""valueText"": ""Negate 1 attack against this card"", ""statChanges"": [], ""condition"": {""type"": ""TEXT"", ""text"": ""This card is on the field and has not used its once-per-field effect""}, ""duration"": {""text"": ""Until used"", ""type"": ""UNTIL_CONSUMED""}, ""damageType"": """", ""sourceLinked"": false, ""usesAnchoring"": false, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null, ""sharedUseKey"": ""BUNNYSAURUS_ONCE_PER_FIELD""}",,UNTIL_CONSUMED,,,Until used,,,TRUE,FALSE,FALSE,FALSE,Shares the same once-per-field use counter with the magic negation option.,"While on the field, negate an attack against this card, or negate a magic card when it is played. This effect can only be used once while this card is on the field.","{""id"": ""013-E01"", ""trigger"": ""ON_ATTACK_TARGETS_THIS_CARD"", ""condition"": {""type"": ""TEXT"", ""text"": ""This card is on the field and has not used its once-per-field effect""}, ""actionType"": ""ADD_ONCE_PER_FIELD_SHIELD"", ""effectGroup"": ""Once Per Field Negation"", ""actionText"": ""Negate attack against this card"", ""target"": ""This card"", ""value"": ""Negate 1 attack against this card"", ""duration"": {""text"": ""Until used"", ""type"": ""UNTIL_CONSUMED""}, ""reusableFunction"": ""addOncePerFieldShield"", ""params"": {""target"": ""This card"", ""valueText"": ""Negate 1 attack against this card"", ""statChanges"": [], ""condition"": {""type"": ""TEXT"", ""text"": ""This card is on the field and has not used its once-per-field effect""}, ""duration"": {""text"": ""Until used"", ""type"": ""UNTIL_CONSUMED""}, ""damageType"": """", ""sourceLinked"": false, ""usesAnchoring"": false, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null, ""sharedUseKey"": ""BUNNYSAURUS_ONCE_PER_FIELD""}, ""notes"": ""Shares the same once-per-field use counter with the magic negation option."", ""needsReview"": false}"
013-E02,013,Bunnysaurus,CREATURE,Uncommon,Dino,,,FALSE,ON_MAGIC_CARD_PLAYED,TEXT,"{""type"": ""TEXT"", ""text"": ""This card is on the field and has not used its once-per-field effect""}",2,Once Per Field Negation,ADD_ONCE_PER_FIELD_SHIELD,addOncePerFieldShield,Magic card being played,Negate 1 magic card when played,[],"{""target"": ""Magic card being played"", ""valueText"": ""Negate 1 magic card when played"", ""statChanges"": [], ""condition"": {""type"": ""TEXT"", ""text"": ""This card is on the field and has not used its once-per-field effect""}, ""duration"": {""text"": ""Until used"", ""type"": ""UNTIL_CONSUMED""}, ""damageType"": """", ""sourceLinked"": false, ""usesAnchoring"": false, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null, ""sharedUseKey"": ""BUNNYSAURUS_ONCE_PER_FIELD""}",,UNTIL_CONSUMED,,,Until used,,,TRUE,FALSE,FALSE,FALSE,Shares the same once-per-field use counter with the attack negation option.,"While on the field, negate an attack against this card, or negate a magic card when it is played. This effect can only be used once while this card is on the field.","{""id"": ""013-E02"", ""trigger"": ""ON_MAGIC_CARD_PLAYED"", ""condition"": {""type"": ""TEXT"", ""text"": ""This card is on the field and has not used its once-per-field effect""}, ""actionType"": ""ADD_ONCE_PER_FIELD_SHIELD"", ""effectGroup"": ""Once Per Field Negation"", ""actionText"": ""Negate magic card when played"", ""target"": ""Magic card being played"", ""value"": ""Negate 1 magic card when played"", ""duration"": {""text"": ""Until used"", ""type"": ""UNTIL_CONSUMED""}, ""reusableFunction"": ""addOncePerFieldShield"", ""params"": {""target"": ""Magic card being played"", ""valueText"": ""Negate 1 magic card when played"", ""statChanges"": [], ""condition"": {""type"": ""TEXT"", ""text"": ""This card is on the field and has not used its once-per-field effect""}, ""duration"": {""text"": ""Until used"", ""type"": ""UNTIL_CONSUMED""}, ""damageType"": """", ""sourceLinked"": false, ""usesAnchoring"": false, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null, ""sharedUseKey"": ""BUNNYSAURUS_ONCE_PER_FIELD""}, ""notes"": ""Shares the same once-per-field use counter with the attack negation option."", ""needsReview"": false}"
014-E01,014,Double Hit,MAGIC,Common,,STANDARD,EQUIP,TRUE,WHILE_EQUIPPED,TEXT,"{""type"": ""TEXT"", ""text"": ""Equipped creature is able to battle""}",1,Battle Permission,APPLY_BATTLE_REQUIREMENT,applyBattleRequirement,Equipped creature,May initiate battle twice during controller's turn,[],"{""target"": ""Equipped creature"", ""valueText"": ""May initiate battle twice during controller's turn"", ""statChanges"": [], ""condition"": {""type"": ""TEXT"", ""text"": ""Equipped creature is able to battle""}, ""duration"": {""text"": ""While equipped"", ""type"": ""WHILE_EQUIPPED""}, ""damageType"": """", ""sourceLinked"": false, ""usesAnchoring"": true, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null, ""extraInitiatedBattles"": 1}",,WHILE_EQUIPPED,,,While equipped,,,FALSE,FALSE,TRUE,FALSE,Opponent may only return attack during one of the two battles.,Equipped creature can initiate battle twice during their turn. Your opponent can only return attack for 1 of these battles.,"{""id"": ""014-E01"", ""trigger"": ""WHILE_EQUIPPED"", ""condition"": {""type"": ""TEXT"", ""text"": ""Equipped creature is able to battle""}, ""actionType"": ""APPLY_BATTLE_REQUIREMENT"", ""effectGroup"": ""Battle Permission"", ""actionText"": ""Allow second initiated battle"", ""target"": ""Equipped creature"", ""value"": ""May initiate battle twice during controller's turn"", ""duration"": {""text"": ""While equipped"", ""type"": ""WHILE_EQUIPPED""}, ""reusableFunction"": ""applyBattleRequirement"", ""params"": {""target"": ""Equipped creature"", ""valueText"": ""May initiate battle twice during controller's turn"", ""statChanges"": [], ""condition"": {""type"": ""TEXT"", ""text"": ""Equipped creature is able to battle""}, ""duration"": {""text"": ""While equipped"", ""type"": ""WHILE_EQUIPPED""}, ""damageType"": """", ""sourceLinked"": false, ""usesAnchoring"": true, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null, ""extraInitiatedBattles"": 1}, ""notes"": ""Opponent may only return attack during one of the two battles."", ""needsReview"": false}"
014-E02,014,Double Hit,MAGIC,Common,,STANDARD,EQUIP,TRUE,WHILE_EQUIPPED,TEXT,"{""type"": ""TEXT"", ""text"": ""Equipped creature initiated two battles using Double Hit""}",2,Return Attack Restriction,APPLY_BATTLE_REQUIREMENT,applyBattleRequirement,Opponent creature,Can return attack for only 1 of those battles,[],"{""target"": ""Opponent creature"", ""valueText"": ""Can return attack for only 1 of those battles"", ""statChanges"": [], ""condition"": {""type"": ""TEXT"", ""text"": ""Equipped creature initiated two battles using Double Hit""}, ""duration"": {""text"": ""While equipped"", ""type"": ""WHILE_EQUIPPED""}, ""damageType"": """", ""sourceLinked"": false, ""usesAnchoring"": true, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null, ""maxReturnAttacksAgainstThisEffect"": 1}",,WHILE_EQUIPPED,,,While equipped,,,FALSE,FALSE,TRUE,FALSE,Track whether opponent returned attack for one Double Hit battle.,Equipped creature can initiate battle twice during their turn. Your opponent can only return attack for 1 of these battles.,"{""id"": ""014-E02"", ""trigger"": ""WHILE_EQUIPPED"", ""condition"": {""type"": ""TEXT"", ""text"": ""Equipped creature initiated two battles using Double Hit""}, ""actionType"": ""APPLY_BATTLE_REQUIREMENT"", ""effectGroup"": ""Return Attack Restriction"", ""actionText"": ""Limit return attacks"", ""target"": ""Opponent creature"", ""value"": ""Can return attack for only 1 of those battles"", ""duration"": {""text"": ""While equipped"", ""type"": ""WHILE_EQUIPPED""}, ""reusableFunction"": ""applyBattleRequirement"", ""params"": {""target"": ""Opponent creature"", ""valueText"": ""Can return attack for only 1 of those battles"", ""statChanges"": [], ""condition"": {""type"": ""TEXT"", ""text"": ""Equipped creature initiated two battles using Double Hit""}, ""duration"": {""text"": ""While equipped"", ""type"": ""WHILE_EQUIPPED""}, ""damageType"": """", ""sourceLinked"": false, ""usesAnchoring"": true, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null, ""maxReturnAttacksAgainstThisEffect"": 1}, ""notes"": ""Track whether opponent returned attack for one Double Hit battle."", ""needsReview"": false}"
