Generation,Edition,Card Number,Card Name,Card Type,Rarity,Creature Type,Magic Type,Is Equip,Armor Level,Speed,Health Points,Attack Name,Attack Dice,Modifier,Extended Effect Description,Flavor Text,Image File Name,Notes,Magic Type Normalized,Magic Subtype,Effect Count,Effect Types,Needs Manual Review,Card Definition JSON
2,2nd Edition,045,Demon Dragon,Creature,Epic,Demon,,FALSE,4,3,30,Hell Flame,1,+1,For every card in your opponents' hand add: Atk Dice Rolls: +1. Modifier: +1.,These dragons were corrupted by the Demon King during the First Demonic Invasion. They now breathe hell fire that is deadly even to Red Dragons.,,,,,1,APPLY_DYNAMIC_STAT_MODIFIER,FALSE,"{""cardNumber"": ""045"", ""cardName"": ""Demon Dragon"", ""generation"": ""2"", ""edition"": ""2nd Edition"", ""cardKind"": ""CREATURE"", ""rarity"": ""Epic"", ""creatureType"": ""Demon"", ""magicType"": null, ""magicSubtype"": null, ""isEquip"": false, ""baseStats"": {""AL"": 4, ""SPD"": 3, ""HP"": 30, ""attackName"": ""Hell Flame"", ""attackDice"": 1, ""modifier"": 1, ""baseHitDice"": 2}, ""rawEffectText"": ""For every card in your opponents' hand add: Atk Dice Rolls: +1. Modifier: +1."", ""effects"": [{""id"": ""045-E01"", ""trigger"": ""WHILE_ON_FIELD"", ""condition"": {""type"": ""TEXT"", ""text"": ""Opponent hand size changes""}, ""actionType"": ""APPLY_DYNAMIC_STAT_MODIFIER"", ""effectGroup"": ""Scaling Modifier"", ""actionText"": ""Scale stats by opponent hand card count"", ""target"": ""This creature"", ""value"": ""For every card in opponents' hand: Atk Dice Rolls +1; Modifier +1"", ""duration"": {""text"": ""While on field"", ""type"": ""WHILE_ON_FIELD""}, ""reusableFunction"": ""applyDynamicStatModifier"", ""params"": {""target"": ""This creature"", ""valueText"": ""For every card in opponents' hand: Atk Dice Rolls +1; Modifier +1"", ""statChanges"": [{""stat"": ""ATK_DICE_ROLLS"", ""operation"": ""ADD_PER_COUNT"", ""valuePerCount"": 1, ""countSource"": ""OPPONENTS_HAND_CARD_COUNT""}, {""stat"": ""MODIFIER"", ""operation"": ""ADD_PER_COUNT"", ""valuePerCount"": 1, ""countSource"": ""OPPONENTS_HAND_CARD_COUNT""}], ""condition"": {""type"": ""TEXT"", ""text"": ""Opponent hand size changes""}, ""duration"": {""text"": ""While on field"", ""type"": ""WHILE_ON_FIELD""}, ""damageType"": """", ""sourceLinked"": false, ""usesAnchoring"": false, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null}, ""notes"": ""Use total cards in all opponents' hands for multiplayer; in 1v1 this is opponent hand size."", ""needsReview"": false}], ""notes"": """"}"
2,2nd Edition,046,Alkonost,Creature,Epic,Beast,,FALSE,4,11,80,Shriek,1,+1,"During your turn, you may summon a 'Harpy' or 'Alkonost' from your deck or hand as a Limited Summon. For each, add +1 Atk Dice and +1 Modifier to this card. Return Limited Summons to your hand if this creature leaves the field or this effect is negated.",Alkonosts are created when Harpies steal the remaining light from other Harpies. This is a vain attempt to regain a semblance of their former glory as Angels.,,,,,3,APPLY_DYNAMIC_STAT_MODIFIER; RETURN_LINKED_SUMMON; SUMMON_LIMITED_CREATURE,FALSE,"{""cardNumber"": ""046"", ""cardName"": ""Alkonost"", ""generation"": ""2"", ""edition"": ""2nd Edition"", ""cardKind"": ""CREATURE"", ""rarity"": ""Epic"", ""creatureType"": ""Beast"", ""magicType"": null, ""magicSubtype"": null, ""isEquip"": false, ""baseStats"": {""AL"": 4, ""SPD"": 11, ""HP"": 80, ""attackName"": ""Shriek"", ""attackDice"": 1, ""modifier"": 1, ""baseHitDice"": 2}, ""rawEffectText"": ""During your turn, you may summon a 'Harpy' or 'Alkonost' from your deck or hand as a Limited Summon. For each, add +1 Atk Dice and +1 Modifier to this card. Return Limited Summons to your hand if this creature leaves the field or this effect is negated."", ""effects"": [{""id"": ""046-E01"", ""trigger"": ""DURING_YOUR_TURN_ACTIVATED"", ""condition"": {""type"": ""TEXT"", ""text"": ""Matching \""Harpy\"" or \""Alkonost\"" exists in your deck or hand""}, ""actionType"": ""SUMMON_LIMITED_CREATURE"", ""effectGroup"": ""Limited Summon"", ""actionText"": ""Summon Harpy or Alkonost as Limited Summon"", ""target"": ""Harpy or Alkonost from deck or hand"", ""value"": ""Limited Summon matching creature(s)"", ""duration"": {""text"": ""While source effect remains active"", ""type"": ""WHILE_ON_FIELD""}, ""reusableFunction"": ""summonLimitedFromZone"", ""params"": {""target"": ""Harpy or Alkonost from deck or hand"", ""valueText"": ""Limited Summon matching creature(s)"", ""statChanges"": [], ""condition"": {""type"": ""TEXT"", ""text"": ""Matching \""Harpy\"" or \""Alkonost\"" exists in your deck or hand""}, ""duration"": {""text"": ""While source effect remains active"", ""type"": ""WHILE_ON_FIELD""}, ""damageType"": """", ""sourceLinked"": true, ""usesAnchoring"": false, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null, ""fromZones"": [""DECK"", ""HAND""], ""match"": {""nameIn"": [""Harpy"", ""Alkonost""]}, ""summonType"": ""LIMITED_SUMMON""}, ""notes"": ""Source-linked; returned to hand if Alkonost leaves field or effect is negated."", ""needsReview"": false}, {""id"": ""046-E02"", ""trigger"": ""WHILE_LIMITED_SUMMON_LINKED"", ""condition"": {""type"": ""TEXT"", ""text"": ""Limited Summon created by this effect exists""}, ""actionType"": ""APPLY_DYNAMIC_STAT_MODIFIER"", ""effectGroup"": ""Scaling Modifier"", ""actionText"": ""Scale this card by linked Limited Summons"", ""target"": ""This card"", ""value"": ""For each linked Limited Summon: Atk Dice Rolls +1; Modifier +1"", ""duration"": {""text"": ""While source effect remains active"", ""type"": ""WHILE_ON_FIELD""}, ""reusableFunction"": ""applyDynamicStatModifier"", ""params"": {""target"": ""This card"", ""valueText"": ""For each linked Limited Summon: Atk Dice Rolls +1; Modifier +1"", ""statChanges"": [{""stat"": ""ATK_DICE_ROLLS"", ""operation"": ""ADD_PER_COUNT"", ""valuePerCount"": 1, ""countSource"": ""LINKED_LIMITED_SUMMON_COUNT""}, {""stat"": ""MODIFIER"", ""operation"": ""ADD_PER_COUNT"", ""valuePerCount"": 1, ""countSource"": ""LINKED_LIMITED_SUMMON_COUNT""}], ""condition"": {""type"": ""TEXT"", ""text"": ""Limited Summon created by this effect exists""}, ""duration"": {""text"": ""While source effect remains active"", ""type"": ""WHILE_ON_FIELD""}, ""damageType"": """", ""sourceLinked"": true, ""usesAnchoring"": true, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null}, ""notes"": """", ""needsReview"": false}, {""id"": ""046-E03"", ""trigger"": ""ON_SOURCE_INVALIDATED"", ""condition"": {""type"": ""SOURCE_INVALIDATED"", ""text"": ""This creature leaves field or this effect is negated""}, ""actionType"": ""RETURN_LINKED_SUMMON"", ""effectGroup"": ""Zone Movement"", ""actionText"": ""Return linked Limited Summons to hand"", ""target"": ""Linked Limited Summon(s)"", ""value"": ""Return to your hand"", ""duration"": {""text"": ""Instant"", ""type"": ""INSTANT""}, ""reusableFunction"": ""returnLinkedSummon"", ""params"": {""target"": ""Linked Limited Summon(s)"", ""valueText"": ""Return to your hand"", ""statChanges"": [], ""condition"": {""type"": ""SOURCE_INVALIDATED"", ""text"": ""This creature leaves field or this effect is negated""}, ""duration"": {""text"": ""Instant"", ""type"": ""INSTANT""}, ""damageType"": """", ""sourceLinked"": true, ""usesAnchoring"": true, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null}, ""notes"": """", ""needsReview"": false}], ""notes"": """"}"
2,2nd Edition,047,Undead Tower,Creature,Common,Undead,,FALSE,12,4,120,Bone Quake,7,+1,,"This towering abomination is forged from thousands of fused corpses. It wanders Ward without purpose, destroying all in its path as it waits for the return of its master and king.",,No effect text shown on card. Rarity visually unclear; set to Common from visible grey/no rarity marker.,,,0,,FALSE,"{""cardNumber"": ""047"", ""cardName"": ""Undead Tower"", ""generation"": ""2"", ""edition"": ""2nd Edition"", ""cardKind"": ""CREATURE"", ""rarity"": ""Common"", ""creatureType"": ""Undead"", ""magicType"": null, ""magicSubtype"": null, ""isEquip"": false, ""baseStats"": {""AL"": 12, ""SPD"": 4, ""HP"": 120, ""attackName"": ""Bone Quake"", ""attackDice"": 7, ""modifier"": 1, ""baseHitDice"": 2}, ""rawEffectText"": """", ""effects"": [], ""notes"": ""No effect text shown on card. Rarity visually unclear; set to Common from visible grey/no rarity marker.""}"
2,2nd Edition,048,Skeleton Pirate,Creature,Common,Undead,,FALSE,4,5,40,Pistol Shot,1,+2,,"YYYAAARRGG! This skeleton were a scurvy, swash buckling, career buccaneer spending his life pillaging and plundering. Now in death he... pillages and plunders.",,No effect text shown on card.,,,0,,FALSE,"{""cardNumber"": ""048"", ""cardName"": ""Skeleton Pirate"", ""generation"": ""2"", ""edition"": ""2nd Edition"", ""cardKind"": ""CREATURE"", ""rarity"": ""Common"", ""creatureType"": ""Undead"", ""magicType"": null, ""magicSubtype"": null, ""isEquip"": false, ""baseStats"": {""AL"": 4, ""SPD"": 5, ""HP"": 40, ""attackName"": ""Pistol Shot"", ""attackDice"": 1, ""modifier"": 2, ""baseHitDice"": 2}, ""rawEffectText"": """", ""effects"": [], ""notes"": ""No effect text shown on card.""}"
2,2nd Edition,049,Snow Man,Creature,Rare,Elemental,,FALSE,6,3,50,Wind Chill,3,+4,,"In northern Ward lived a nomadic tribe of humans who kept warm by burying themselves in snow. Over generations they fused with it, becoming the beings now known as the Snow Men.",,No effect text shown on card.,,,0,,FALSE,"{""cardNumber"": ""049"", ""cardName"": ""Snow Man"", ""generation"": ""2"", ""edition"": ""2nd Edition"", ""cardKind"": ""CREATURE"", ""rarity"": ""Rare"", ""creatureType"": ""Elemental"", ""magicType"": null, ""magicSubtype"": null, ""isEquip"": false, ""baseStats"": {""AL"": 6, ""SPD"": 3, ""HP"": 50, ""attackName"": ""Wind Chill"", ""attackDice"": 3, ""modifier"": 4, ""baseHitDice"": 2}, ""rawEffectText"": """", ""effects"": [], ""notes"": ""No effect text shown on card.""}"
2,2nd Edition,050,Ignitus,Magic,Common,,Single Use,FALSE,,,,Ignitus,,,Roll 1 die to inflict damage on a creature. If the result is: 1-5: 15 damage. 6: 30 damage.,DON'T PLAY WITH MATCHES,,Rarity visually unclear; set to Common from visible grey/no rarity marker.,STANDARD,NONE,1,ROLL_DAMAGE_TABLE,FALSE,"{""cardNumber"": ""050"", ""cardName"": ""Ignitus"", ""generation"": ""2"", ""edition"": ""2nd Edition"", ""cardKind"": ""MAGIC"", ""rarity"": ""Common"", ""creatureType"": null, ""magicType"": ""STANDARD"", ""magicSubtype"": ""NONE"", ""isEquip"": false, ""baseStats"": {""AL"": null, ""SPD"": null, ""HP"": null, ""attackName"": ""Ignitus"", ""attackDice"": null, ""modifier"": null, ""baseHitDice"": null}, ""rawEffectText"": ""Roll 1 die to inflict damage on a creature. If the result is: 1-5: 15 damage. 6: 30 damage."", ""effects"": [{""id"": ""050-E01"", ""trigger"": ""ON_PLAY"", ""condition"": {""type"": ""TEXT"", ""text"": ""Roll 1 die""}, ""actionType"": ""ROLL_DAMAGE_TABLE"", ""effectGroup"": ""Direct Damage"", ""actionText"": ""Roll die and deal table damage"", ""target"": ""Target creature"", ""value"": ""Roll damage table"", ""duration"": {""text"": ""Instant"", ""type"": ""INSTANT""}, ""reusableFunction"": ""rollDamageTable"", ""params"": {""target"": ""Target creature"", ""valueText"": ""Roll damage table"", ""statChanges"": [], ""condition"": {""type"": ""TEXT"", ""text"": ""Roll 1 die""}, ""duration"": {""text"": ""Instant"", ""type"": ""INSTANT""}, ""damageType"": ""EFFECT_DAMAGE"", ""sourceLinked"": false, ""usesAnchoring"": false, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null, ""dieSize"": 6, ""table"": [{""results"": [1, 2, 3, 4, 5], ""damage"": 15}, {""results"": [6], ""damage"": 30}]}, ""notes"": ""Damage table uses a D6 result."", ""needsReview"": false}], ""notes"": ""Rarity visually unclear; set to Common from visible grey/no rarity marker.""}"
2,2nd Edition,051,Evil Queen,Magic,Epic,,Single Use,FALSE,,,,Evil Queen,,,Destroy 1 magic card on the field.,DON'T EVEN THINK ABOUT IT,,,STANDARD,NONE,1,DESTROY_MAGIC_CARDS,FALSE,"{""cardNumber"": ""051"", ""cardName"": ""Evil Queen"", ""generation"": ""2"", ""edition"": ""2nd Edition"", ""cardKind"": ""MAGIC"", ""rarity"": ""Epic"", ""creatureType"": null, ""magicType"": ""STANDARD"", ""magicSubtype"": ""NONE"", ""isEquip"": false, ""baseStats"": {""AL"": null, ""SPD"": null, ""HP"": null, ""attackName"": ""Evil Queen"", ""attackDice"": null, ""modifier"": null, ""baseHitDice"": null}, ""rawEffectText"": ""Destroy 1 magic card on the field."", ""effects"": [{""id"": ""051-E01"", ""trigger"": ""ON_PLAY"", ""condition"": {""type"": ""TEXT"", ""text"": ""Magic card exists on the field""}, ""actionType"": ""DESTROY_MAGIC_CARDS"", ""effectGroup"": ""Destroy"", ""actionText"": ""Destroy selected magic card"", ""target"": ""1 magic card on the field"", ""value"": ""Destroy 1"", ""duration"": {""text"": ""Instant"", ""type"": ""INSTANT""}, ""reusableFunction"": ""destroyMagicCards"", ""params"": {""target"": ""1 magic card on the field"", ""valueText"": ""Destroy 1"", ""statChanges"": [], ""condition"": {""type"": ""TEXT"", ""text"": ""Magic card exists on the field""}, ""duration"": {""text"": ""Instant"", ""type"": ""INSTANT""}, ""damageType"": """", ""sourceLinked"": false, ""usesAnchoring"": false, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null, ""maxCount"": 1}, ""notes"": """", ""needsReview"": false}], ""notes"": """"}"
2,2nd Edition,052,Magic Eater,Magic,Epic,,Single Use,FALSE,,,,Magic Eater,,,Destroy all magic cards on opponents side of the field.,POWERED BY YOUR FAILURE,,,STANDARD,NONE,1,DESTROY_MAGIC_CARDS,FALSE,"{""cardNumber"": ""052"", ""cardName"": ""Magic Eater"", ""generation"": ""2"", ""edition"": ""2nd Edition"", ""cardKind"": ""MAGIC"", ""rarity"": ""Epic"", ""creatureType"": null, ""magicType"": ""STANDARD"", ""magicSubtype"": ""NONE"", ""isEquip"": false, ""baseStats"": {""AL"": null, ""SPD"": null, ""HP"": null, ""attackName"": ""Magic Eater"", ""attackDice"": null, ""modifier"": null, ""baseHitDice"": null}, ""rawEffectText"": ""Destroy all magic cards on opponents side of the field."", ""effects"": [{""id"": ""052-E01"", ""trigger"": ""ON_PLAY"", ""condition"": {""type"": ""TEXT"", ""text"": ""Opponent controls magic cards""}, ""actionType"": ""DESTROY_MAGIC_CARDS"", ""effectGroup"": ""Destroy"", ""actionText"": ""Destroy all opponent-side magic cards"", ""target"": ""All magic cards on opponent's side of the field"", ""value"": ""Destroy all"", ""duration"": {""text"": ""Instant"", ""type"": ""INSTANT""}, ""reusableFunction"": ""destroyMagicCards"", ""params"": {""target"": ""All magic cards on opponent's side of the field"", ""valueText"": ""Destroy all"", ""statChanges"": [], ""condition"": {""type"": ""TEXT"", ""text"": ""Opponent controls magic cards""}, ""duration"": {""text"": ""Instant"", ""type"": ""INSTANT""}, ""damageType"": """", ""sourceLinked"": false, ""usesAnchoring"": false, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null}, ""notes"": """", ""needsReview"": false}], ""notes"": """"}"
2,2nd Edition,053,Melody of the Deep,Magic,Epic,,Lightning,FALSE,,,,Melody of the Deep,,,"Play this card from your hand when your opponent plays a magic card or lands a hit. Negate the magic card effect and send it to the cemetery, or negate the attack.",HER SISTER IS A WALLEYE,,,LIGHTNING,NONE,1,NEGATE_ATTACK_OR_MAGIC,FALSE,"{""cardNumber"": ""053"", ""cardName"": ""Melody of the Deep"", ""generation"": ""2"", ""edition"": ""2nd Edition"", ""cardKind"": ""MAGIC"", ""rarity"": ""Epic"", ""creatureType"": null, ""magicType"": ""LIGHTNING"", ""magicSubtype"": ""NONE"", ""isEquip"": false, ""baseStats"": {""AL"": null, ""SPD"": null, ""HP"": null, ""attackName"": ""Melody of the Deep"", ""attackDice"": null, ""modifier"": null, ""baseHitDice"": null}, ""rawEffectText"": ""Play this card from your hand when your opponent plays a magic card or lands a hit. Negate the magic card effect and send it to the cemetery, or negate the attack."", ""effects"": [{""id"": ""053-E01"", ""trigger"": ""ON_OPPONENT_PLAYS_MAGIC_OR_ATTACK_HITS"", ""condition"": {""type"": ""OPPONENT_PLAYS_MAGIC"", ""text"": ""Opponent plays a magic card or lands a hit""}, ""actionType"": ""NEGATE_ATTACK_OR_MAGIC"", ""effectGroup"": ""Negation"", ""actionText"": ""Negate magic card effect and send it to cemetery, or negate the attack"", ""target"": ""Opponent magic card or attack"", ""value"": ""Negate selected legal event"", ""duration"": {""text"": ""Instant"", ""type"": ""INSTANT""}, ""reusableFunction"": ""negateAttackOrMagic"", ""params"": {""target"": ""Opponent magic card or attack"", ""valueText"": ""Negate selected legal event"", ""statChanges"": [], ""condition"": {""type"": ""OPPONENT_PLAYS_MAGIC"", ""text"": ""Opponent plays a magic card or lands a hit""}, ""duration"": {""text"": ""Instant"", ""type"": ""INSTANT""}, ""damageType"": """", ""sourceLinked"": false, ""usesAnchoring"": false, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null, ""modes"": [""NEGATE_MAGIC_TO_CEMETERY"", ""NEGATE_ATTACK""]}, ""notes"": """", ""needsReview"": false}], ""notes"": """"}"
2,2nd Edition,054,Hell Hath No Fury,Magic,Epic,,Lightning,FALSE,,,,Hell Hath No Fury,,,Play this card from your hand when your opponent plays a Lightning card. Take away 1/2 of the remaining HP of their primary creature. This card cannot be negated.,LOVES HOT WINGS,,,LIGHTNING,NONE,2,DEAL_PERCENTAGE_DAMAGE; SET_CAN_BE_NEGATED,FALSE,"{""cardNumber"": ""054"", ""cardName"": ""Hell Hath No Fury"", ""generation"": ""2"", ""edition"": ""2nd Edition"", ""cardKind"": ""MAGIC"", ""rarity"": ""Epic"", ""creatureType"": null, ""magicType"": ""LIGHTNING"", ""magicSubtype"": ""NONE"", ""isEquip"": false, ""baseStats"": {""AL"": null, ""SPD"": null, ""HP"": null, ""attackName"": ""Hell Hath No Fury"", ""attackDice"": null, ""modifier"": null, ""baseHitDice"": null}, ""rawEffectText"": ""Play this card from your hand when your opponent plays a Lightning card. Take away 1/2 of the remaining HP of their primary creature. This card cannot be negated."", ""effects"": [{""id"": ""054-E01"", ""trigger"": ""ON_PLAY"", ""condition"": {""type"": ""TEXT"", ""text"": ""This card is played when played""}, ""actionType"": ""SET_CAN_BE_NEGATED"", ""effectGroup"": ""Negation Rule"", ""actionText"": ""Card cannot be negated"", ""target"": ""This card"", ""value"": ""Cannot be negated"", ""duration"": {""text"": ""While resolving"", ""type"": ""WHILE_RESOLVING""}, ""reusableFunction"": ""setCanBeNegated"", ""params"": {""target"": ""This card"", ""valueText"": ""Cannot be negated"", ""statChanges"": [], ""condition"": {""type"": ""TEXT"", ""text"": ""This card is played when played""}, ""duration"": {""text"": ""While resolving"", ""type"": ""WHILE_RESOLVING""}, ""damageType"": """", ""sourceLinked"": false, ""usesAnchoring"": false, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null, ""canBeNegated"": false}, ""notes"": ""Set response flags so this card cannot be negated during its response window."", ""needsReview"": false}, {""id"": ""054-E02"", ""trigger"": ""ON_OPPONENT_PLAYS_LIGHTNING"", ""condition"": {""type"": ""OPPONENT_PLAYS_LIGHTNING"", ""text"": ""Opponent plays a Lightning card""}, ""actionType"": ""DEAL_PERCENTAGE_DAMAGE"", ""effectGroup"": ""HP Reduction"", ""actionText"": ""Take away half of remaining HP"", ""target"": ""Opponent primary creature"", ""value"": ""Remove 1/2 remaining HP"", ""duration"": {""text"": ""Instant"", ""type"": ""INSTANT""}, ""reusableFunction"": ""dealPercentageDamage"", ""params"": {""target"": ""Opponent primary creature"", ""valueText"": ""Remove 1/2 remaining HP"", ""statChanges"": [], ""condition"": {""type"": ""OPPONENT_PLAYS_LIGHTNING"", ""text"": ""Opponent plays a Lightning card""}, ""duration"": {""text"": ""Instant"", ""type"": ""INSTANT""}, ""damageType"": ""EFFECT_DAMAGE"", ""sourceLinked"": false, ""usesAnchoring"": false, ""roundingMode"": ""CEIL"", ""stackRule"": null, ""tickTiming"": null, ""fractionNumerator"": 1, ""fractionDenominator"": 2, ""rounding"": ""CEIL"", ""basis"": ""REMAINING_HP""}, ""notes"": ""Half values always round up per global rules."", ""needsReview"": false}], ""notes"": """"}"
